day_of_year,day_of_year_sin,freight_rate_usd_mt,bunker_price_usd_mt,days_since_start
98,0.9932568492674143,21.5936,105.4777,1193
99,0.9911140639934547,22.1481,100.4123,1194
100,0.9886775902323405,21.9336,106.3954,1195
101,0.9859481499638304,22.2212,99.5775,1196
102,0.9829265519799822,22.0777,100.2005,1197
103,0.9796136916454901,21.4607,101.8547,1198
104,0.9760105506323683,21.9313,102.7839,1199
105,0.9721181966290613,22.2887,102.2819,1200
106,0.9679377830240642,22.4813,102.6549,1201
107,0.9634705485641488,21.7523,104.1861,1202
108,0.9587178169872964,21.297,101.5879,1203
109,0.9536809966304457,21.9073,104.0523,1204
110,0.9483615800121715,21.749,98.1078,1205
111,0.9427611433904207,22.727,101.2525,1206
112,0.9368813462954315,21.3327,99.3913,1207
113,0.9307239310379795,22.6462,105.4763,1208
114,0.9242907221930933,21.6779,101.2868,1209
115,0.9175836260593937,20.9223,104.1673,1210
116,0.9106046300942162,21.7447,98.5975,1211
117,0.9033558023246845,21.7277,105.9769,1212
118,0.895839290734909,22.3543,102.659,1213
119,0.8880573226294932,21.5921,106.9365,1214
120,0.8800122039735357,22.5662,102.1236,1215
121,0.8717063187093218,22.116,98.666,1216
122,0.8631421280499114,21.6566,99.6237,1217
123,0.854322169749827,21.14,101.1744,1218
124,0.8452490573530633,21.613,99.3847,1219
125,0.8359254794186372,21.4165,103.5722,1220
126,0.8263541987239096,21.6389,101.366,1221
127,0.8165380514459161,21.6161,98.8993,1222
128,0.8064799463209448,22.4289,102.66,1223
129,0.7961828637826158,20.9442,99.8461,1224
130,0.7856498550787147,21.4721,102.177,1225
131,0.7748840413670407,20.8091,99.1156,1226
132,0.7638886127905428,20.5668,101.2865,1227
133,0.7526668275320085,20.8737,98.9921,1228
134,0.7412220108485958,20.5171,101.8816,1229
135,0.7295575540864875,19.77,95.4286,1230
136,0.717676913675962,19.975,96.4988,1231
137,0.705583610107178,19.9784,98.7133,1232
138,0.6932812268869777,20.0692,97.2878,1233
139,0.6807734094770161,20.939,97.6416,1234
140,0.6680638642135335,20.3005,99.8407,1235
141,0.6551563572090853,19.9901,97.1405,1236
142,0.6420547132365637,20.3916,98.6431,1237
143,0.6287628145958344,20.037,95.6897,1238
144,0.6152845999633276,20.0126,92.9783,1239
145,0.6016240632249226,19.7936,98.8833,1240
146,0.5877852522924732,19.4817,100.9591,1241
147,0.5737722679043246,19.7532,97.1947,1242
148,0.5595892624101765,19.6454,96.2469,1243
149,0.545240438540651,20.0227,96.4521,1244
150,0.5307300481619334,19.6154,98.9944,1245
151,0.5160623910158528,19.2306,97.5019,1246
152,0.5012418134457758,19.1502,97.1363,1247
153,0.48627270710868997,20.4477,97.5919,1248
154,0.4711595076738638,18.389,94.6635,1249
155,0.4559066935084588,19.8769,93.4645,1250
156,0.440518784350495,19.4253,95.6238,1251
157,0.42500033996955416,19.5084,96.3618,1252
158,0.4093559588156213,19.6783,96.5562,1253
159,0.39359027665646673,19.4062,96.9585,1254
160,0.3777079652039649,19.0659,95.3351,1255
161,0.36171373072976765,19.9115,91.7525,1256
162,0.3456123126707335,19.5097,93.2829,1257
163,0.3294084822245304,18.8668,92.8106,1258
164,0.3131070409358269,19.7629,92.2934,1259
165,0.29671281927349075,18.3529,93.2215,1260
166,0.28023067519921585,19.8997,91.2572,1261
167,0.26366549272800704,18.2852,90.9913,1262
168,0.24702218048093552,19.4585,95.3575,1263
169,0.23030567023061221,18.9353,90.7703,1264
170,0.21352091543979612,18.8941,93.0376,1265
171,0.19667288979357647,19.3909,92.9154,1266
172,0.1797665857255624,19.1976,90.6611,1267
173,0.16280701293851715,19.6024,89.4724,1268
174,0.1457991969198751,18.3959,87.6892,1269
175,0.12874817745258132,19.4623,90.6815,1270
176,0.11165900712169512,19.3726,90.1244,1271
177,0.09453674981719912,19.5375,88.1024,1272
178,0.07738647923346301,18.9867,88.4486,1273
179,0.06021327736579302,20.124,87.6056,1274
180,0.04302223300453059,19.4179,84.2197,1275
181,0.02581844022713308,19.1613,84.0895,1276
182,0.008606996888688698,18.3196,86.5785,1277
183,-0.008606996888688009,19.1229,88.1396,1278
184,-0.02581844022713239,19.6193,82.419,1279
185,-0.04302223300453034,20.0173,89.9504,1280
186,-0.060213277365792774,19.3496,87.3418,1281
187,-0.07738647923346322,20.1204,89.2355,1282
188,-0.09453674981719933,18.9414,88.5718,1283
189,-0.11165900712169444,19.5431,86.2882,1284
190,-0.12874817745258066,19.5059,81.6345,1285
191,-0.14579919691987442,19.6905,90.3898,1286
192,-0.16280701293851646,19.461,88.4077,1287
193,-0.17976658572556214,19.5039,84.7855,1288
194,-0.19667288979357622,18.8705,82.9357,1289
195,-0.2135209154397959,19.9651,87.304,1290
196,-0.23030567023061196,19.7088,82.1291,1291
197,-0.24702218048093527,19.4318,83.9134,1292
198,-0.2636654927280072,19.7192,84.9164,1293
199,-0.2802306751992161,19.8714,83.8892,1294
200,-0.2967128192734901,19.4951,84.1954,1295
201,-0.3131070409358267,20.1234,81.4933,1296
202,-0.3294084822245302,19.4716,84.1762,1297
203,-0.3456123126707333,18.6866,79.4251,1298
204,-0.3617137307297674,19.2183,85.5116,1299
205,-0.37770796520396466,19.4271,78.4077,1300
206,-0.39359027665646645,19.5816,81.2562,1301
207,-0.4093559588156211,18.9977,82.0986,1302
208,-0.42500033996955394,18.479,84.7297,1303
209,-0.4405187843504952,18.6779,79.8009,1304
210,-0.455906693508459,18.1532,83.6591,1305
211,-0.47115950767386394,18.9918,78.0289,1306
212,-0.4862727071086902,18.4049,80.2366,1307
213,-0.5012418134457756,18.1724,77.3479,1308
214,-0.5160623910158526,18.8728,81.2913,1309
215,-0.5307300481619331,19.105,79.4917,1310
216,-0.5452404385406507,17.9774,79.5682,1311
217,-0.5595892624101763,18.3602,84.3479,1312
218,-0.5737722679043243,18.0603,79.6482,1313
219,-0.5877852522924734,18.7591,83.7419,1314
220,-0.6016240632249227,17.9409,78.8765,1315
221,-0.6152845999633277,17.4574,80.7857,1316
222,-0.6287628145958345,17.8166,80.3845,1317
223,-0.6420547132365636,18.3058,82.9409,1318
224,-0.655156357209085,17.5442,79.6395,1319
225,-0.6680638642135333,17.3205,81.7623,1320
226,-0.6807734094770159,17.46,81.5389,1321
227,-0.6932812268869771,16.9465,78.0602,1322
228,-0.7055836101071774,17.2903,83.3313,1323
229,-0.7176769136759615,17.056,83.7174,1324
230,-0.7295575540864876,18.2512,80.7161,1325
231,-0.7412220108485957,16.2099,77.7221,1326
232,-0.7526668275320083,16.6809,82.8577,1327
233,-0.7638886127905429,16.6844,79.9665,1328
234,-0.7748840413670406,16.4602,80.593,1329
235,-0.7856498550787144,17.0137,79.6041,1330
236,-0.7961828637826154,16.4127,77.7847,1331
237,-0.8064799463209447,16.0439,79.2478,1332
238,-0.8165380514459157,16.6834,79.0975,1333
239,-0.8263541987239094,16.4573,79.1693,1334
240,-0.8359254794186365,16.2469,80.0317,1335
241,-0.8452490573530634,17.1635,81.6289,1336
242,-0.8543221697498269,16.6658,79.1261,1337
243,-0.8631421280499115,16.5827,79.6657,1338
244,-0.8717063187093217,16.664,83.6886,1339
245,-0.8800122039735356,16.5247,76.3994,1340
246,-0.888057322629493,16.2779,83.076,1341
247,-0.8958392907349089,16.0432,82.6228,1342
248,-0.9033558023246842,16.3386,77.2388,1343
249,-0.9106046300942162,16.1513,76.7231,1344
250,-0.9175836260593934,15.4759,83.5045,1345
251,-0.9242907221930934,15.8032,77.9503,1346
252,-0.9307239310379793,16.1397,80.7233,1347
253,-0.9368813462954315,16.7811,84.0438,1348
254,-0.9427611433904206,16.4062,82.1639,1349
255,-0.9483615800121716,15.9672,82.0535,1350
256,-0.9536809966304455,15.8879,83.1938,1351
257,-0.9587178169872964,16.9464,83.2707,1352
258,-0.9634705485641486,16.3453,82.027,1353
259,-0.9679377830240642,15.174,82.5793,1354
260,-0.9721181966290612,16.4434,82.5043,1355
261,-0.9760105506323682,16.8415,81.8737,1356
262,-0.9796136916454901,16.0512,81.9715,1357
263,-0.9829265519799822,16.637,81.9807,1358
264,-0.9859481499638303,16.7327,82.7054,1359
265,-0.9886775902323404,16.2443,84.9046,1360
266,-0.9911140639934546,17.3415,83.1748,1361
267,-0.9932568492674143,16.8439,79.147,1362
268,-0.9951053111006974,16.6806,81.8547,1363
269,-0.99665890175417,16.8179,81.3359,1364
270,-0.9979171608653922,16.4539,87.5655,1365
271,-0.9988797155850335,16.4144,81.1341,1366
272,-0.9995462806873573,16.926,87.7043,1367
273,-0.9999166586547379,16.964,84.0483,1368
274,-0.9999907397361901,17.0726,82.2318,1369
275,-0.9997685019798909,17.9518,89.9263,1370
276,-0.9992500112396835,17.5858,82.8541,1371
277,-0.9984354211555643,16.5513,83.1172,1372
278,-0.9973249731081555,17.9761,87.4091,1373
279,-0.9959189961471792,17.2966,87.6906,1374
280,-0.994217906893952,17.8651,85.2487,1375
281,-0.9922222094179324,17.4153,86.7065,1376
282,-0.989932495087353,17.6386,82.5159,1377
283,-0.9873494423939864,17.1656,88.6874,1378
284,-0.9844738167520923,17.8857,87.9574,1379
285,-0.9813064702716093,18.173,88.4437,1380
286,-0.9778483415056567,17.0534,85.5095,1381
287,-0.9741004551724206,18.2212,86.11,1382
288,-0.970063921851507,17.5415,86.3401,1383
289,-0.965739937654855,18.6387,83.7765,1384
290,-0.9611297838723007,18.2933,89.8532,1385
291,-0.9562348265919058,18.234,90.4208,1386
292,-0.9510565162951536,17.8895,88.0113,1387
293,-0.9455963874271428,19.1616,87.8669,1388
294,-0.9398560579418953,17.8076,90.2909,1389
295,-0.9338372288229252,17.5703,90.3538,1390
296,-0.9275416835791965,17.7632,92.9028,1391
297,-0.9209712877166347,18.5189,90.9597,1392
298,-0.9141279881853337,18.0806,90.9693,1393
299,-0.9070138128026362,18.0018,90.413,1394
300,-0.8996308696522434,17.8055,89.3877,1395
301,-0.8919813464595487,18.0066,94.1794,1396
302,-0.8840675099433637,17.7541,89.464,1397
303,-0.8758917051442433,18.3285,93.8824,1398
304,-0.8674563547295971,17.8803,92.9635,1399
305,-0.858763958275803,17.6908,93.2614,1400
306,-0.8498170915275277,18.3766,91.6981,1401
307,-0.8406184056344783,17.5083,94.4618,1402
308,-0.8311706263658079,17.9319,90.9251,1403
309,-0.8214765533024145,17.0663,96.8732,1404
310,-0.8115390590073611,17.2469,93.9559,1405
311,-0.801361088174677,17.6532,92.2153,1406
312,-0.7909456567567774,17.5571,92.9521,1407
313,-0.780295851070776,17.5418,94.1585,1408
314,-0.7694148268839381,18.0687,91.1897,1409
315,-0.7583058084785625,18.1297,96.3266,1410
316,-0.7469720876965551,17.7986,91.5425,1411
317,-0.7354170229639858,17.2335,96.6796,1412
318,-0.7236440382959124,17.6034,95.4714,1413
319,-0.711656622281775,18.5471,99.7609,1414
320,-0.6994583270516471,18.689,92.3018,1415
321,-0.6870527672236675,18.0077,94.203,1416
322,-0.6744436188329457,17.1498,98.6026,1417
323,-0.661634618242279,17.5206,97.8015,1418
324,-0.6486295610349818,17.6605,98.1822,1419
325,-0.6354323008901775,17.5961,99.8386,1420
326,-0.622046748440868,18.0107,97.0786,1421
327,-0.6084768701151264,17.8607,98.9633,1422
328,-0.594726686960764,17.0254,96.46,1423
329,-0.5808002734538013,17.2194,96.9058,1424
330,-0.5667017562911184,17.9776,100.114,1425
331,-0.5524353131676203,18.1649,98.2695,1426
332,-0.5380051715382992,17.6819,101.8444,1427
333,-0.5234156073655503,20.6383,97.2453,1428
334,-0.5086709438521042,20.025,99.1352,1429
335,-0.49377555015997737,19.5832,98.7347,1430
336,-0.4787338401157883,20.2652,96.4595,1431
337,-0.4635502709028512,21.406,98.1718,1432
338,-0.4482293417404106,19.4902,97.7067,1433
339,-0.4327755925504317,20.8251,101.4151,1434
340,-0.41719360261231697,20.4255,100.6274,1435
341,-0.4014879892059737,19.8596,96.6177,1436
342,-0.38566340624360745,19.3829,98.4955,1437
343,-0.3697245428906732,19.3125,101.2942,1438
344,-0.3536761221763721,20.1005,98.3029,1439
345,-0.33752289959411347,20.5958,99.5531,1440
346,-0.32126966169236515,18.5154,102.2198,1441
347,-0.3049212246562894,18.7075,103.3634,1442
348,-0.2884824328806098,18.3833,101.8598,1443
349,-0.27195815753410524,18.3996,103.1402,1444
350,-0.2553532951161881,18.2407,101.2869,1445
351,-0.23867276600594997,18.6502,100.5028,1446
352,-0.22192151300416674,18.2649,102.2301,1447
353,-0.20510449986861926,18.0896,101.1102,1448
354,-0.1882267098432439,18.8011,104.8455,1449
355,-0.1712931441814778,19.1709,100.9135,1450
356,-0.154308820664281,18.2737,101.6927,1451
357,-0.13727877211326517,18.7995,105.281,1452
358,-0.12020804489935275,19.1159,102.2378,1453
359,-0.10310169744743544,19.2421,105.7485,1454
360,-0.0859647987374467,19.5112,100.6885,1455
361,-0.06880242680232064,20.2303,102.3457,1456
362,-0.05161966722325418,18.4833,103.4905,1457
363,-0.034421611622745804,20.4687,104.3538,1458
364,-0.01721335615583528,20.5443,107.1033,1459
365,6.432490598706546e-16,20.1561,101.4557,1460
1,0.017213356155834685,19.947,102.1677,1461
2,0.03442161162274574,19.6328,101.0067,1462
3,0.051619667223253764,20.4326,102.3645,1463
4,0.06880242680231986,20.2795,105.653,1464
5,0.08596479873744647,20.0436,100.9536,1465
6,0.10310169744743485,20.6744,102.3102,1466
7,0.1202080448993527,20.89,106.5648,1467
8,0.13727877211326478,19.2087,102.3264,1468
9,0.15430882066428117,21.1295,100.1097,1469
10,0.1712931441814776,20.2598,103.1172,1470
11,0.1882267098432442,21.2894,107.6108,1471
12,0.2051044998686192,20.6104,104.0417,1472
13,0.2219215130041655,20.9019,103.6822,1473
14,0.2386727660059501,21.0932,107.4718,1474
15,0.255353295116187,21.46,105.5218,1475
16,0.2719581575341055,21.2734,101.3181,1476
17,0.288482432880609,19.8705,103.2042,1477
18,0.30492122465628907,20.5381,99.1252,1478
19,0.3212696616923644,21.1555,104.9248,1479
20,0.3375228995941133,22.0068,104.1047,1480
21,0.3536761221763716,21.1077,100.8443,1481
22,0.3697245428906731,20.8559,104.2373,1482
23,0.38566340624360707,20.4814,103.5553,1483
24,0.401487989205973,20.9487,106.5145,1484
25,0.4171936026123168,21.2709,107.7957,1485
26,0.4327755925504312,21.2449,105.4965,1486
27,0.4482293417404106,20.9843,103.0697,1487
28,0.4635502709028509,21.3968,103.2964,1488
29,0.47873384011578846,21.1727,101.2004,1489
30,0.49377555015997715,22.2643,101.4694,1490
31,0.5086709438521044,21.9314,102.4947,1491
32,0.5234156073655503,21.3398,102.1368,1492
33,0.5380051715382996,20.9793,99.5299,1493
34,0.5524353131676196,21.9192,102.7646,1494
35,0.5667017562911176,21.8108,102.6491,1495
36,0.5808002734538009,21.9117,103.4245,1496
37,0.5947266869607634,22.2149,101.7341,1497
38,0.6084768701151261,20.7599,100.6403,1498
39,0.6220467484408675,22.11,98.8854,1499
40,0.6354323008901774,20.9385,103.1848,1500
41,0.6486295610349814,21.3831,103.9596,1501
42,0.6616346182422783,20.3688,105.3623,1502
43,0.6744436188329455,20.7707,100.2736,1503
44,0.6870527672236669,21.3832,96.3314,1504
45,0.699458327051647,21.2564,99.8904,1505
46,0.7116566222817746,20.8069,105.4843,1506
47,0.7236440382959124,20.9194,99.1695,1507
48,0.7354170229639855,20.6226,102.0672,1508
49,0.7469720876965552,21.2862,98.3024,1509
50,0.7583058084785624,19.8939,100.3149,1510
51,0.7694148268839378,21.4257,96.5736,1511
52,0.7802958510707755,20.4304,99.9377,1512
53,0.7909456567567772,20.7465,98.4589,1513
54,0.8013610881746766,20.1377,100.2294,1514
55,0.8115390590073611,20.8168,96.5343,1515
56,0.8214765533024142,20.9601,97.9352,1516
57,0.8311706263658079,20.8255,95.2172,1517
58,0.8406184056344782,20.9398,100.0879,1518
59,0.8498170915275278,20.65,97.7539,1519
60,0.8587639582758029,20.6355,95.3699,1520
61,0.8674563547295969,20.6732,99.7341,1521
62,0.8758917051442429,20.4552,94.7587,1522
63,0.8840675099433636,20.5473,96.9094,1523
64,0.8919813464595485,20.9712,97.2842,1524
65,0.8996308696522433,21.4034,97.9191,1525
66,0.9070138128026359,20.3646,97.8991,1526
67,0.9141279881853337,20.7234,93.4634,1527
68,0.9209712877166346,20.283,94.1999,1528
69,0.9275416835791966,20.6107,93.9604,1529
70,0.9338372288229252,20.7079,93.1922,1530
71,0.9398560579418954,21.0232,96.9997,1531
72,0.9455963874271426,21.0818,99.5807,1532
73,0.9510565162951535,20.9742,93.2391,1533
74,0.9562348265919056,21.2252,94.1751,1534
75,0.9611297838723007,20.742,97.9123,1535
76,0.9657399376548549,21.2309,94.9656,1536
77,0.9700639218515071,21.4692,89.3508,1537
78,0.9741004551724205,20.8625,95.3271,1538
79,0.9778483415056568,20.4906,92.2496,1539
80,0.9813064702716093,21.7595,89.2306,1540
81,0.9844738167520922,20.8648,90.7046,1541
82,0.9873494423939864,21.2029,91.9664,1542
83,0.989932495087353,21.8088,90.157,1543
84,0.9922222094179323,21.1074,88.3685,1544
85,0.994217906893952,22.0428,90.9954,1545
86,0.995918996147179,21.3929,93.1132,1546
87,0.9973249731081555,21.388,92.185,1547
88,0.9984354211555643,21.3101,93.875,1548
89,0.9992500112396835,21.5667,92.5156,1549
90,0.9997685019798909,22.2002,93.7589,1550
91,0.9999907397361901,21.6716,86.8327,1551
92,0.9999166586547379,22.4786,90.5262,1552
93,0.9995462806873573,22.0513,88.3932,1553
94,0.9988797155850336,22.1591,89.9602,1554
95,0.9979171608653922,21.7241,85.1909,1555
96,0.9966589017541702,22.719,88.3008,1556
97,0.9951053111006976,22.5981,91.0876,1557
98,0.9932568492674143,22.585,87.9157,1558
99,0.9911140639934547,22.1864,85.5704,1559
100,0.9886775902323405,21.7184,84.9803,1560
101,0.9859481499638304,22.4199,87.2859,1561
102,0.9829265519799822,22.6133,87.8264,1562
103,0.9796136916454901,22.6241,86.6117,1563
104,0.9760105506323683,22.5658,85.7513,1564
105,0.9721181966290613,22.5381,84.0181,1565
106,0.9679377830240642,22.1128,86.8598,1566
107,0.9634705485641488,22.1185,85.2802,1567
108,0.9587178169872964,21.8746,83.7883,1568
109,0.9536809966304457,22.9003,87.5152,1569
110,0.9483615800121715,23.2772,85.7005,1570
111,0.9427611433904207,23.7186,83.8932,1571
112,0.9368813462954315,22.4476,83.6042,1572
113,0.9307239310379795,22.4709,83.0288,1573
114,0.9242907221930933,22.2555,85.5456,1574
115,0.9175836260593937,22.4059,87.4235,1575
116,0.9106046300942162,21.812,83.9215,1576
117,0.9033558023246845,22.1232,84.0633,1577
118,0.895839290734909,21.7616,81.625,1578
119,0.8880573226294932,22.03,88.6661,1579
120,0.8800122039735357,21.6727,79.4127,1580
121,0.8717063187093218,22.2139,82.3391,1581
122,0.8631421280499114,22.229,83.5123,1582
123,0.854322169749827,21.9837,80.7173,1583
124,0.8452490573530633,21.4804,80.0578,1584
125,0.8359254794186372,21.1556,79.8203,1585
126,0.8263541987239096,21.9824,84.0399,1586
127,0.8165380514459161,21.6157,83.7118,1587
128,0.8064799463209448,20.726,83.1418,1588
129,0.7961828637826158,21.5247,83.2067,1589
130,0.7856498550787147,21.5327,82.568,1590
131,0.7748840413670407,20.5667,78.9027,1591
132,0.7638886127905428,21.4232,79.3991,1592
133,0.7526668275320085,20.5107,82.3808,1593
134,0.7412220108485958,20.6768,78.6068,1594
135,0.7295575540864875,20.3258,79.8873,1595
136,0.717676913675962,20.4611,77.4588,1596
137,0.705583610107178,20.2603,80.6967,1597
138,0.6932812268869777,21.1841,80.1777,1598
139,0.6807734094770161,20.5062,77.4998,1599
140,0.6680638642135335,20.3962,82.5553,1600
141,0.6551563572090853,20.9912,78.9818,1601
142,0.6420547132365637,20.8989,79.5192,1602
143,0.6287628145958344,20.1961,81.0915,1603
144,0.6152845999633276,20.4272,81.1639,1604
145,0.6016240632249226,19.9843,82.3214,1605
146,0.5877852522924732,20.1138,80.139,1606
147,0.5737722679043246,19.6367,81.5763,1607
148,0.5595892624101765,20.2581,82.2494,1608
149,0.545240438540651,20.4754,77.1058,1609
150,0.5307300481619334,20.4244,84.915,1610
151,0.5160623910158528,19.9422,83.1424,1611
152,0.5012418134457758,18.9472,76.3568,1612
153,0.48627270710868997,19.5196,80.5884,1613
154,0.4711595076738638,19.6887,78.0362,1614
155,0.4559066935084588,19.069,81.4297,1615
156,0.440518784350495,20.3431,79.1211,1616
157,0.42500033996955416,20.0111,77.7821,1617
158,0.4093559588156213,19.8571,79.1264,1618
159,0.39359027665646673,19.9665,82.658,1619
160,0.3777079652039649,19.093,82.301,1620
161,0.36171373072976765,19.2195,82.8138,1621
162,0.3456123126707335,19.6869,81.0034,1622
163,0.3294084822245304,19.7215,81.5743,1623
164,0.3131070409358269,18.9238,78.7309,1624
165,0.29671281927349075,19.6595,82.5926,1625
166,0.28023067519921585,19.5653,83.2938,1626
167,0.26366549272800704,19.9577,77.7713,1627
168,0.24702218048093552,19.7116,80.1509,1628
169,0.23030567023061221,20.3002,79.6499,1629
170,0.21352091543979612,19.4143,79.2599,1630
171,0.19667288979357647,19.1145,81.5443,1631
172,0.1797665857255624,20.3527,82.16,1632
173,0.16280701293851715,19.8006,80.4841,1633
174,0.1457991969198751,19.5639,75.6499,1634
175,0.12874817745258132,19.2967,81.1506,1635
176,0.11165900712169512,19.5751,84.3643,1636
177,0.09453674981719912,19.5395,81.7455,1637
178,0.07738647923346301,19.1748,78.0748,1638
179,0.06021327736579302,18.8315,84.5669,1639
180,0.04302223300453059,19.5761,80.9321,1640
181,0.02581844022713308,20.1882,86.6242,1641
182,0.008606996888688698,20.388,81.7374,1642
183,-0.008606996888688009,20.2686,81.5134,1643
184,-0.02581844022713239,20.2982,80.3369,1644
185,-0.04302223300453034,19.3933,82.6212,1645
186,-0.060213277365792774,19.9999,83.2295,1646
187,-0.07738647923346322,20.1291,82.8155,1647
188,-0.09453674981719933,20.1666,82.8221,1648
189,-0.11165900712169444,19.8947,85.2824,1649
190,-0.12874817745258066,19.9721,83.5471,1650
191,-0.14579919691987442,20.8603,85.9411,1651
192,-0.16280701293851646,20.3816,87.0133,1652
193,-0.17976658572556214,20.2279,91.9609,1653
194,-0.19667288979357622,20.2373,86.4555,1654
195,-0.2135209154397959,19.6715,83.3959,1655
196,-0.23030567023061196,20.1629,84.7316,1656
197,-0.24702218048093527,19.9259,85.6947,1657
198,-0.2636654927280072,20.2654,88.706,1658
199,-0.2802306751992161,19.519,86.1963,1659
200,-0.2967128192734901,20.1759,89.291,1660
201,-0.3131070409358267,19.5837,83.5035,1661
202,-0.3294084822245302,20.0876,87.6478,1662
203,-0.3456123126707333,19.8467,89.5347,1663
204,-0.3617137307297674,19.6979,89.071,1664
205,-0.37770796520396466,19.4734,86.5542,1665
206,-0.39359027665646645,19.5455,88.3336,1666
207,-0.4093559588156211,19.2805,84.4005,1667
208,-0.42500033996955394,19.3294,88.9312,1668
209,-0.4405187843504952,19.6099,88.5249,1669
210,-0.455906693508459,18.5752,86.956,1670
211,-0.47115950767386394,19.6076,88.827,1671
212,-0.4862727071086902,19.6035,93.5699,1672
213,-0.5012418134457756,18.9954,86.8926,1673
214,-0.5160623910158526,19.1549,90.9538,1674
215,-0.5307300481619331,18.5974,91.8429,1675
216,-0.5452404385406507,19.1124,91.0672,1676
217,-0.5595892624101763,18.505,93.0092,1677
218,-0.5737722679043243,17.543,90.7023,1678
219,-0.5877852522924734,18.4383,90.3635,1679
220,-0.6016240632249227,18.6595,89.7569,1680
221,-0.6152845999633277,17.5144,92.1462,1681
222,-0.6287628145958345,18.0408,93.0125,1682
223,-0.6420547132365636,17.8093,93.8757,1683
224,-0.655156357209085,18.1673,93.1417,1684
225,-0.6680638642135333,18.2793,94.0104,1685
226,-0.6807734094770159,17.4392,93.0494,1686
227,-0.6932812268869771,17.7586,90.6274,1687
228,-0.7055836101071774,17.7109,94.1245,1688
229,-0.7176769136759615,17.8018,95.7825,1689
230,-0.7295575540864876,17.6883,92.5472,1690
231,-0.7412220108485957,17.9212,95.429,1691
232,-0.7526668275320083,17.45,99.3249,1692
233,-0.7638886127905429,17.8263,95.2895,1693
234,-0.7748840413670406,17.3484,95.6567,1694
235,-0.7856498550787144,17.2443,92.555,1695
236,-0.7961828637826154,16.6538,93.8544,1696
237,-0.8064799463209447,16.9143,94.717,1697
238,-0.8165380514459157,17.6434,98.0006,1698
239,-0.8263541987239094,17.1713,94.9742,1699
240,-0.8359254794186365,16.9993,93.1185,1700
241,-0.8452490573530634,17.6151,98.3256,1701
242,-0.8543221697498269,17.6544,96.1177,1702
243,-0.8631421280499115,16.5693,94.5876,1703
244,-0.8717063187093217,17.9165,99.716,1704
245,-0.8800122039735356,17.1199,99.4699,1705
246,-0.888057322629493,16.1407,93.7814,1706
247,-0.8958392907349089,16.939,99.1185,1707
248,-0.9033558023246842,17.0894,96.6206,1708
249,-0.9106046300942162,17.5138,99.5228,1709
250,-0.9175836260593934,17.6431,99.7824,1710
251,-0.9242907221930934,17.0403,99.7081,1711
252,-0.9307239310379793,16.6892,102.2368,1712
253,-0.9368813462954315,17.358,106.2878,1713
254,-0.9427611433904206,17.3786,101.1306,1714
255,-0.9483615800121716,17.5597,104.615,1715
256,-0.9536809966304455,17.7677,97.1424,1716
257,-0.9587178169872964,17.2463,100.1075,1717
258,-0.9634705485641486,17.442,98.2225,1718
259,-0.9679377830240642,17.3019,99.7787,1719
260,-0.9721181966290612,18.1709,100.757,1720
261,-0.9760105506323682,17.4263,105.9085,1721
262,-0.9796136916454901,17.2302,101.849,1722
263,-0.9829265519799822,17.3236,104.2972,1723
264,-0.9859481499638303,17.9196,101.0879,1724
265,-0.9886775902323404,17.509,100.9764,1725
266,-0.9911140639934546,17.8668,98.8225,1726
267,-0.9932568492674143,18.0202,106.7068,1727
268,-0.9951053111006974,17.3562,105.7831,1728
269,-0.99665890175417,17.335,103.212,1729
270,-0.9979171608653922,18.15,102.3105,1730
271,-0.9988797155850335,17.2312,103.1497,1731
272,-0.9995462806873573,17.2637,100.1413,1732
273,-0.9999166586547379,18.9172,104.2186,1733
274,-0.9999907397361901,17.2133,106.2322,1734
275,-0.9997685019798909,18.5438,106.453,1735
276,-0.9992500112396835,17.9611,100.013,1736
277,-0.9984354211555643,18.4672,105.9032,1737
278,-0.9973249731081555,18.4817,100.6875,1738
279,-0.9959189961471792,18.1339,98.9338,1739
280,-0.994217906893952,18.3763,106.2026,1740
281,-0.9922222094179324,18.7703,102.6584,1741
282,-0.989932495087353,19.0416,105.9516,1742
283,-0.9873494423939864,18.9766,105.7758,1743
284,-0.9844738167520923,18.6439,105.5038,1744
285,-0.9813064702716093,18.436,104.1215,1745
286,-0.9778483415056567,18.111,101.2845,1746
287,-0.9741004551724206,18.7037,103.3524,1747
288,-0.970063921851507,18.6483,107.1577,1748
289,-0.965739937654855,19.1646,106.2046,1749
290,-0.9611297838723007,18.9342,103.4908,1750
291,-0.9562348265919058,19.2782,103.4612,1751
292,-0.9510565162951536,18.1845,105.3868,1752
293,-0.9455963874271428,19.4598,104.3282,1753
294,-0.9398560579418953,18.9178,103.553,1754
295,-0.9338372288229252,18.273,105.1255,1755
296,-0.9275416835791965,18.1122,105.015,1756
297,-0.9209712877166347,19.1912,102.4759,1757
298,-0.9141279881853337,18.5907,104.592,1758
299,-0.9070138128026362,18.6947,104.7383,1759
300,-0.8996308696522434,18.9948,103.7268,1760
301,-0.8919813464595487,18.684,102.0361,1761
302,-0.8840675099433637,17.947,102.8806,1762
303,-0.8758917051442433,19.3314,101.468,1763
304,-0.8674563547295971,18.0436,104.2591,1764
305,-0.858763958275803,18.5149,99.9378,1765
306,-0.8498170915275277,18.5384,106.6694,1766
